sheet,row,column,header,raw_value,display_value
角色-女,4142,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DE0D40>,9.04
角色-女,4142,V,核心回收1,=10000*0.01,100
角色-女,4142,Z,中断优先级,5.1,5.1
角色-女,4142,AA,位置状态,地面,地面
角色-女,4142,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4142,AD,自膨胀系数,0.01,0.01
角色-女,4142,AF,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.2*base!$B$2)+ROUND(0.2*base!$B$2-INT(0.2*base!$B$2),0)+(1-0.2>=1-0.5/base!$B$2),0)",12
角色-女,4142,AG,敌膨胀系数,0.01,0.01
角色-女,4142,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.3*base!$B$2)+ROUND(0.3*base!$B$2-INT(0.3*base!$B$2),0)+(1-0.3>=1-0.5/base!$B$2),0)",18
角色-女,4142,AM,命中类型,目标,目标
角色-女,4142,AN,位置基准,莫宁,莫宁
角色-女,4142,AR,位置基准偏移,"(0,0,100)","(0,0,100)"
角色-女,4142,AT,判定范围,"扇形(950,280,300)","扇形(950,280,300)"
角色-女,4143,B,ID,17,17
角色-女,4143,C,动作,E2-分布式阵列,E2-分布式阵列
角色-女,4143,D,备注,"=""第""&ROUND(0*base!$B$2,0)+1&""F回血""",第1F回血
角色-女,4143,U,协奏回收,=0+10,10
角色-女,4143,Y,受击韧性系数,0.178,0.178
角色-女,4143,Z,中断优先级,4,4
角色-女,4143,AA,位置状态,空中,空中
角色-女,4144,C,动作,E2-1,E2-1
角色-女,4144,D,备注,"=""矩形(2800,16,40)
脱手后延迟""&ROUNDUP(0.4*base!$B$2,0)&""F生效""","矩形(2800,16,40)
脱手后延迟24F生效"
角色-女,4144,E,发生帧,"=INT(0.36666667*base!$B$2)+ROUND(0.36666667*base!$B$2-INT(0.36666667*base!$B$2),0)+(1-0.36666667>=1-0.5/base!$B$2)",22
角色-女,4144,F,持续帧,"=INT((1.8-0.4)*base!$B$2)+ROUND((1.8-0.4)*base!$B$2-INT((1.8-0.4)*base!$B$2),0)+(1-(1.8-0.4)>=1-0.5/base!$B$2)",84
角色-女,4144,H,顿帧-敌,"=MAX(CEILING($AI4144*(1-$AG4144),1)-INT(base!$B$3<>TRUE),0)",4
角色-女,4144,O,可弹刀,√,√
角色-女,4144,P,可脱手,√,√
角色-女,4144,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB6B70>,50
角色-女,4144,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB6BA0>,20
角色-女,4144,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB6BD0>,4.63
角色-女,4144,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB6C00>,0
角色-女,4144,V,核心回收1,=0+1500*0.01,15
角色-女,4144,Z,中断优先级,4,4
角色-女,4144,AA,位置状态,空中,空中
角色-女,4144,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4144,AG,敌膨胀系数,0.01,0.01
角色-女,4144,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.08*base!$B$2)+ROUND(0.08*base!$B$2-INT(0.08*base!$B$2),0)+(1-0.08>=1-0.5/base!$B$2),0)",5
角色-女,4144,AM,命中类型,目标,目标
角色-女,4144,AN,位置基准,莫宁,莫宁
角色-女,4144,AR,位置基准偏移,"(-50,-500,100)","(-50,-500,100)"
角色-女,4144,AT,判定范围,"扇形(2800,16,40)","扇形(2800,16,40)"
角色-女,4145,C,动作,E2-2,E2-2
角色-女,4145,E,发生帧,"=INT(0.36666667*base!$B$2)+ROUND(0.36666667*base!$B$2-INT(0.36666667*base!$B$2),0)+(1-0.36666667>=1-0.5/base!$B$2)",22
角色-女,4145,F,持续帧,"=INT((1.8-0.4)*base!$B$2)+ROUND((1.8-0.4)*base!$B$2-INT((1.8-0.4)*base!$B$2),0)+(1-(1.8-0.4)>=1-0.5/base!$B$2)",84
角色-女,4145,H,顿帧-敌,"=MAX(CEILING($AI4145*(1-$AG4145),1)-INT(base!$B$3<>TRUE),0)",4
角色-女,4145,O,可弹刀,√,√
角色-女,4145,P,可脱手,√,√
角色-女,4145,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB5C40>,50
角色-女,4145,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB5C70>,20
角色-女,4145,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB5CA0>,4.63
角色-女,4145,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB5CD0>,0
角色-女,4145,V,核心回收1,=0+1500*0.01,15
角色-女,4145,Z,中断优先级,4,4
角色-女,4145,AA,位置状态,空中,空中
角色-女,4145,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4145,AG,敌膨胀系数,0.01,0.01
角色-女,4145,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.08*base!$B$2)+ROUND(0.08*base!$B$2-INT(0.08*base!$B$2),0)+(1-0.08>=1-0.5/base!$B$2),0)",5
角色-女,4145,AM,命中类型,目标,目标
角色-女,4145,AN,位置基准,莫宁,莫宁
角色-女,4145,AR,位置基准偏移,"(-50,500,100)","(-50,500,100)"
角色-女,4145,AT,判定范围,"扇形(2800,16,40)","扇形(2800,16,40)"
角色-女,4146,C,动作,E2-3,E2-3
角色-女,4146,E,发生帧,"=INT(0.6*base!$B$2)+ROUND(0.6*base!$B$2-INT(0.6*base!$B$2),0)+(1-0.6>=1-0.5/base!$B$2)",36
角色-女,4146,F,持续帧,"=INT((1.8-0.4)*base!$B$2)+ROUND((1.8-0.4)*base!$B$2-INT((1.8-0.4)*base!$B$2),0)+(1-(1.8-0.4)>=1-0.5/base!$B$2)",84
角色-女,4146,H,顿帧-敌,"=MAX(CEILING($AI4146*(1-$AG4146),1)-INT(base!$B$3<>TRUE),0)",4
角色-女,4146,O,可弹刀,√,√
角色-女,4146,P,可脱手,√,√
角色-女,4146,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB4B30>,50
角色-女,4146,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB4B60>,20
角色-女,4146,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB4BC0>,4.63
角色-女,4146,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB4BF0>,0
角色-女,4146,V,核心回收1,=0+1500*0.01,15
角色-女,4146,Z,中断优先级,4,4
角色-女,4146,AA,位置状态,空中,空中
角色-女,4146,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4146,AG,敌膨胀系数,0.01,0.01
角色-女,4146,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.08*base!$B$2)+ROUND(0.08*base!$B$2-INT(0.08*base!$B$2),0)+(1-0.08>=1-0.5/base!$B$2),0)",5
角色-女,4146,AM,命中类型,目标,目标
角色-女,4146,AN,位置基准,莫宁,莫宁
角色-女,4146,AR,位置基准偏移,"(-150,-160,105)","(-150,-160,105)"
角色-女,4146,AT,判定范围,"扇形(2800,16,40)","扇形(2800,16,40)"
角色-女,4147,C,动作,E2-4,E2-4
角色-女,4147,E,发生帧,"=INT(0.6*base!$B$2)+ROUND(0.6*base!$B$2-INT(0.6*base!$B$2),0)+(1-0.6>=1-0.5/base!$B$2)",36
角色-女,4147,F,持续帧,"=INT((1.8-0.4)*base!$B$2)+ROUND((1.8-0.4)*base!$B$2-INT((1.8-0.4)*base!$B$2),0)+(1-(1.8-0.4)>=1-0.5/base!$B$2)",84
角色-女,4147,H,顿帧-敌,"=MAX(CEILING($AI4147*(1-$AG4147),1)-INT(base!$B$3<>TRUE),0)",4
角色-女,4147,N,动作结束帧,"=INT(1*base!$B$2)+ROUND(1*base!$B$2-INT(1*base!$B$2),0)+(1-1>=1-0.5/base!$B$2)",60
角色-女,4147,O,可弹刀,√,√
角色-女,4147,P,可脱手,√,√
角色-女,4147,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB51C0>,50
角色-女,4147,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB51F0>,20
角色-女,4147,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB5220>,4.63
角色-女,4147,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB5250>,0
角色-女,4147,V,核心回收1,=0+1500*0.01,15
角色-女,4147,Z,中断优先级,4,4
角色-女,4147,AA,位置状态,空中,空中
角色-女,4147,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4147,AG,敌膨胀系数,0.01,0.01
角色-女,4147,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.08*base!$B$2)+ROUND(0.08*base!$B$2-INT(0.08*base!$B$2),0)+(1-0.08>=1-0.5/base!$B$2),0)",5
角色-女,4147,AM,命中类型,目标,目标
角色-女,4147,AN,位置基准,莫宁,莫宁
角色-女,4147,AR,位置基准偏移,"(-150,160,105)","(-150,160,105)"
角色-女,4147,AT,判定范围,"扇形(2800,16,40)","扇形(2800,16,40)"
角色-女,4148,B,ID,18,18
角色-女,4148,C,动作,QTE,QTE
角色-女,4148,D,备注,"=""第""&ROUND(1.3333334*base!$B$2,0)&""F前不能切人、不响应输入，第""&ROUNDUP(0.5862494*base!$B$2,0)&""F触发上一角色延奏
第""&ROUNDUP(1.1381084*base!$B$2,0)&""F获得30秒观测状态、清空核心""","第80F前不能切人、不响应输入，第36F触发上一角色延奏
第69F获得30秒观测状态、清空核心"
角色-女,4148,I,无敌启动帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4148,J,无敌持续帧,"=INT(1.3333334*base!$B$2)+ROUND(1.3333334*base!$B$2-INT(1.3333334*base!$B$2),0)+(1-1.3333334>=1-0.5/base!$B$2)",80
角色-女,4148,U,协奏回收,=0+10,10
角色-女,4148,V,核心回收1,=0-10000*0.01,-100
角色-女,4148,Y,受击韧性系数,0.3164,0.3164
角色-女,4148,Z,中断优先级,11,11
角色-女,4148,AA,位置状态,地转空,地转空
角色-女,4148,AB,状态转换时间,"=INT(0.8666667*base!$B$2)+ROUND(0.8666667*base!$B$2-INT(0.8666667*base!$B$2),0)+(1-0.8666667>=1-0.5/base!$B$2)",52
角色-女,4148,AC,时间膨胀类型,时停,时停
角色-女,4148,AG,敌膨胀系数,0,0
角色-女,4148,AH,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4148,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(1.3333334*base!$B$2)+ROUND(1.3333334*base!$B$2-INT(1.3333334*base!$B$2),0)+(1-1.3333334>=1-0.5/base!$B$2),0)",80
角色-女,4148,AJ,友膨胀系数,0,0
角色-女,4148,AK,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4148,AL,膨胀持续,"=IF(base!$B$3=FALSE,INT(1.3333334*base!$B$2)+ROUND(1.3333334*base!$B$2-INT(1.3333334*base!$B$2),0)+(1-1.3333334>=1-0.5/base!$B$2),0)",80
角色-女,4149,C,动作,QTE-伤害,QTE-伤害
角色-女,4149,E,发生帧,"=INT(0.63653034*base!$B$2)+ROUND(0.63653034*base!$B$2-INT(0.63653034*base!$B$2),0)+(1-0.63653034>=1-0.5/base!$B$2)",38
角色-女,4149,F,持续帧,"=INT(0.3*base!$B$2)+ROUND(0.3*base!$B$2-INT(0.3*base!$B$2),0)+(1-0.3>=1-0.5/base!$B$2)",18
角色-女,4149,G,顿帧-自,"=MAX(CEILING($AF4149*(1-$AD4149),1)-INT(base!$B$3<>TRUE),0)",8
角色-女,4149,H,顿帧-敌,"=MAX(CEILING($AI4149*(1-$AG4149),1)-INT(base!$B$3<>TRUE),0)",8
角色-女,4149,N,动作结束帧,"=INT(1.7*base!$B$2)+ROUND(1.7*base!$B$2-INT(1.7*base!$B$2),0)+(1-1.7>=1-0.5/base!$B$2)",102
角色-女,4149,O,可弹刀,√,√
角色-女,4149,P,可脱手,√,√
角色-女,4149,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB6C60>,170
角色-女,4149,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB6C30>,136
角色-女,4149,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB6C90>,10
角色-女,4149,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DB6CC0>,0
角色-女,4149,Z,中断优先级,11,11
角色-女,4149,AA,位置状态,空中,空中
角色-女,4149,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4149,AD,自膨胀系数,0.05,0.05
角色-女,4149,AF,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.15*base!$B$2)+ROUND(0.15*base!$B$2-INT(0.15*base!$B$2),0)+(1-0.15>=1-0.5/base!$B$2),0)",9
角色-女,4149,AG,敌膨胀系数,0.05,0.05
角色-女,4149,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.15*base!$B$2)+ROUND(0.15*base!$B$2-INT(0.15*base!$B$2),0)+(1-0.15>=1-0.5/base!$B$2),0)",9
角色-女,4149,AM,命中类型,目标,目标
角色-女,4149,AN,位置基准,莫宁,莫宁
角色-女,4149,AR,位置基准偏移,"(350,0,250)","(350,0,250)"
角色-女,4149,AT,判定范围,"矩形(300,400,250)","矩形(300,400,250)"
角色-女,4150,B,ID,19,19
角色-女,4150,C,动作,大招-前置,大招-前置
角色-女,4150,D,备注,"=""无敌期间不能切人，第""&ROUND(6*base!$B$2,0)&""F后切人不退场
第""&ROUND(4.4*base!$B$2,0)+1&""F成功销毁谐振场后，生成强谐振场""","无敌期间不能切人，第360F后切人不退场
第265F成功销毁谐振场后，生成强谐振场"
角色-女,4150,I,无敌启动帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4150,J,无敌持续帧,"=INT(5*base!$B$2)+ROUND(5*base!$B$2-INT(5*base!$B$2),0)+(1-5>=1-0.5/base!$B$2)",300
角色-女,4150,U,协奏回收,=0+20,20
角色-女,4150,Y,受击韧性系数,0,0
角色-女,4150,Z,中断优先级,10,10
角色-女,4150,AA,位置状态,地面,地面
角色-女,4150,AC,时间膨胀类型,时停,时停
角色-女,4150,AG,敌膨胀系数,0,0
角色-女,4150,AH,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4150,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(5*base!$B$2)+ROUND(5*base!$B$2-INT(5*base!$B$2),0)+(1-5>=1-0.5/base!$B$2),0)",300
角色-女,4150,AJ,友膨胀系数,0,0
角色-女,4150,AK,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4150,AL,膨胀持续,"=IF(base!$B$3=FALSE,INT(5*base!$B$2)+ROUND(5*base!$B$2-INT(5*base!$B$2),0)+(1-5>=1-0.5/base!$B$2),0)",300
角色-女,4151,C,动作,大招-全局时停,大招-全局时停
角色-女,4151,Z,中断优先级,10,10
角色-女,4151,AA,位置状态,地面,地面
角色-女,4151,AC,时间膨胀类型,全局时停,全局时停
角色-女,4151,AG,敌膨胀系数,0,0
角色-女,4151,AH,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4151,AI,膨胀持续,"=INT(5*base!$B$2)+ROUND(5*base!$B$2-INT(5*base!$B$2),0)+(1-5>=1-0.5/base!$B$2)",300
角色-女,4151,AJ,友膨胀系数,0,0
角色-女,4151,AK,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4151,AL,膨胀持续,"=INT(5*base!$B$2)+ROUND(5*base!$B$2-INT(5*base!$B$2),0)+(1-5>=1-0.5/base!$B$2)",300
角色-女,4152,C,动作,大招-隐藏HUD,大招-隐藏HUD
角色-女,4152,F,持续帧,"=INT(4.8*base!$B$2)+ROUND(4.8*base!$B$2-INT(4.8*base!$B$2),0)+(1-4.8>=1-0.5/base!$B$2)",288
角色-女,4152,Z,中断优先级,10,10
角色-女,4152,AA,位置状态,地面,地面
角色-女,4153,C,动作,大招-伤害,大招-伤害
角色-女,4153,D,备注,"常态，圆柱(1100,0,400)","常态，圆柱(1100,0,400)"
角色-女,4153,E,发生帧,"=INT(4.54*base!$B$2)+ROUND(4.54*base!$B$2-INT(4.54*base!$B$2),0)+(1-4.54>=1-0.5/base!$B$2)",272
角色-女,4153,F,持续帧,"=INT(0.1*base!$B$2)+ROUND(0.1*base!$B$2-INT(0.1*base!$B$2),0)+(1-0.1>=1-0.5/base!$B$2)",6
角色-女,4153,N,动作结束帧,"=INT(4.7*base!$B$2)+ROUND(4.7*base!$B$2-INT(4.7*base!$B$2),0)+(1-4.7>=1-0.5/base!$B$2)",282
角色-女,4153,O,可弹刀,√,√
角色-女,4153,P,可脱手,√,√
角色-女,4153,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCB590>,400
角色-女,4153,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCB5C0>,720
角色-女,4153,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCB5F0>,0
角色-女,4153,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCB620>,0
角色-女,4153,Z,中断优先级,10,10
角色-女,4153,AA,位置状态,地面,地面
角色-女,4153,AM,命中类型,目标,目标
角色-女,4153,AN,位置基准,莫宁,莫宁
角色-女,4153,AR,位置基准偏移,"(200,0,200)","(200,0,200)"
角色-女,4153,AS,中心位置偏移,"(600,0,-200)","(600,0,-200)"
角色-女,4153,AT,判定范围,"圆柱(1100,0,400)","圆柱(1100,0,400)"
角色-女,4154,C,动作,大招-伤害,大招-伤害
角色-女,4154,D,备注,"观测状态，圆柱(1100,0,400)","观测状态，圆柱(1100,0,400)"
角色-女,4154,E,发生帧,"=INT(4.611879*base!$B$2)+ROUND(4.611879*base!$B$2-INT(4.611879*base!$B$2),0)+(1-4.611879>=1-0.5/base!$B$2)",277
角色-女,4154,F,持续帧,"=INT(0.1*base!$B$2)+ROUND(0.1*base!$B$2-INT(0.1*base!$B$2),0)+(1-0.1>=1-0.5/base!$B$2)",6
角色-女,4154,N,动作结束帧,"=INT(4.933671*base!$B$2)+ROUND(4.933671*base!$B$2-INT(4.933671*base!$B$2),0)+(1-4.933671>=1-0.5/base!$B$2)",296
角色-女,4154,O,可弹刀,√,√
角色-女,4154,P,可脱手,√,√
角色-女,4154,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCA900>,400
角色-女,4154,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCA930>,720
角色-女,4154,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCA960>,0
角色-女,4154,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCA9C0>,0
角色-女,4154,Z,中断优先级,10,10
角色-女,4154,AA,位置状态,地面,地面
角色-女,4154,AM,命中类型,目标,目标
角色-女,4154,AN,位置基准,莫宁,莫宁
角色-女,4154,AR,位置基准偏移,"(200,0,200)","(200,0,200)"
角色-女,4154,AS,中心位置偏移,"(600,0,-200)","(600,0,-200)"
角色-女,4154,AT,判定范围,"圆柱(1100,0,400)","圆柱(1100,0,400)"
角色-女,4155,B,ID,20,20
角色-女,4155,C,动作,谐度破坏-时停,谐度破坏-时停
角色-女,4155,D,备注,"无敌期间不能切人
谐破-3命中可被谐破的目标后，赋予其对应【偏移】的【干涉】","无敌期间不能切人
谐破-3命中可被谐破的目标后，赋予其对应【偏移】的【干涉】"
角色-女,4155,I,无敌启动帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4155,J,无敌持续帧,"=INT(1.5666666*base!$B$2)+ROUND(1.5666666*base!$B$2-INT(1.5666666*base!$B$2),0)+(1-1.5666666>=1-0.5/base!$B$2)",94
角色-女,4155,Y,受击韧性系数,1,1
角色-女,4155,Z,中断优先级,11,11
角色-女,4155,AA,位置状态,地面,地面
角色-女,4155,AC,时间膨胀类型,时停,时停
角色-女,4155,AG,敌膨胀系数,0,0
角色-女,4155,AH,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4155,AI,膨胀持续,"=INT(1.0734751*base!$B$2)+ROUND(1.0734751*base!$B$2-INT(1.0734751*base!$B$2),0)+(1-1.0734751>=1-0.5/base!$B$2)",64
角色-女,4155,AJ,友膨胀系数,0,0
角色-女,4155,AK,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4155,AL,膨胀持续,"=INT(1.0734751*base!$B$2)+ROUND(1.0734751*base!$B$2-INT(1.0734751*base!$B$2),0)+(1-1.0734751>=1-0.5/base!$B$2)",64
角色-女,4156,C,动作,谐度破坏-全局时停,谐度破坏-全局时停
角色-女,4156,Z,中断优先级,11,11
角色-女,4156,AA,位置状态,地面,地面
角色-女,4156,AC,时间膨胀类型,全局时停,全局时停
角色-女,4156,AG,敌膨胀系数,0,0
角色-女,4156,AH,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4156,AI,膨胀持续,"=INT(1.5666666*base!$B$2)+ROUND(1.5666666*base!$B$2-INT(1.5666666*base!$B$2),0)+(1-1.5666666>=1-0.5/base!$B$2)",94
角色-女,4156,AJ,友膨胀系数,0,0
角色-女,4156,AK,膨胀发生,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4156,AL,膨胀持续,"=INT(1.5666666*base!$B$2)+ROUND(1.5666666*base!$B$2-INT(1.5666666*base!$B$2),0)+(1-1.5666666>=1-0.5/base!$B$2)",94
角色-女,4157,C,动作,谐度破坏-1,谐度破坏-1
角色-女,4157,D,备注,"矩形(500,500,1200)","矩形(500,500,1200)"
角色-女,4157,E,发生帧,"=INT(0.067092195*base!$B$2)+ROUND(0.067092195*base!$B$2-INT(0.067092195*base!$B$2),0)+(1-0.067092195>=1-0.5/base!$B$2)",4
角色-女,4157,F,持续帧,"=INT(0.2*base!$B$2)+ROUND(0.2*base!$B$2-INT(0.2*base!$B$2),0)+(1-0.2>=1-0.5/base!$B$2)",12
角色-女,4157,O,可弹刀,×,×
角色-女,4157,P,可脱手,√,√
角色-女,4157,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DC8FB0>,0
角色-女,4157,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DC8F80>,0
角色-女,4157,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DC8EF0>,0
角色-女,4157,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DC8EC0>,0
角色-女,4157,Z,中断优先级,11,11
角色-女,4157,AA,位置状态,地面,地面
角色-女,4157,AM,命中类型,目标,目标
角色-女,4157,AN,位置基准,莫宁,莫宁
角色-女,4157,AR,位置基准偏移,"(300,0,160)","(300,0,160)"
角色-女,4157,AS,中心位置偏移,"(0,0,-160)","(0,0,-160)"
角色-女,4157,AT,判定范围,"矩形(500,500,120)","矩形(500,500,120)"
角色-女,4158,C,动作,谐度破坏-2,谐度破坏-2
角色-女,4158,D,备注,"矩形(500,500,1200)","矩形(500,500,1200)"
角色-女,4158,E,发生帧,"=INT(0.43609926*base!$B$2)+ROUND(0.43609926*base!$B$2-INT(0.43609926*base!$B$2),0)+(1-0.43609926>=1-0.5/base!$B$2)",26
角色-女,4158,F,持续帧,"=INT(0.2*base!$B$2)+ROUND(0.2*base!$B$2-INT(0.2*base!$B$2),0)+(1-0.2>=1-0.5/base!$B$2)",12
角色-女,4158,O,可弹刀,×,×
角色-女,4158,P,可脱手,√,√
角色-女,4158,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DC8320>,0
角色-女,4158,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DC82C0>,0
角色-女,4158,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DC8290>,0
角色-女,4158,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DC8260>,0
角色-女,4158,Z,中断优先级,11,11
角色-女,4158,AA,位置状态,地面,地面
角色-女,4158,AM,命中类型,目标,目标
角色-女,4158,AN,位置基准,莫宁,莫宁
角色-女,4158,AR,位置基准偏移,"(300,0,160)","(300,0,160)"
角色-女,4158,AS,中心位置偏移,"(0,0,-160)","(0,0,-160)"
角色-女,4158,AT,判定范围,"矩形(500,500,120)","矩形(500,500,120)"
角色-女,4159,C,动作,谐度破坏-3,谐度破坏-3
角色-女,4159,D,备注,"圆柱(1500,0,1200)","圆柱(1500,0,1200)"
角色-女,4159,E,发生帧,"=INT(1.1070212*base!$B$2)+ROUND(1.1070212*base!$B$2-INT(1.1070212*base!$B$2),0)+(1-1.1070212>=1-0.5/base!$B$2)",66
角色-女,4159,F,持续帧,"=INT(0.2*base!$B$2)+ROUND(0.2*base!$B$2-INT(0.2*base!$B$2),0)+(1-0.2>=1-0.5/base!$B$2)",12
角色-女,4159,L,派生帧,"=INT(1.5666666*base!$B$2)+ROUND(1.5666666*base!$B$2-INT(1.5666666*base!$B$2),0)+(1-1.5666666>=1-0.5/base!$B$2)",94
角色-女,4159,M,派生持续帧,"=INT(0.479663*base!$B$2)+ROUND(0.479663*base!$B$2-INT(0.479663*base!$B$2),0)+(1-0.479663>=1-0.5/base!$B$2)",29
角色-女,4159,N,动作结束帧,"=INT(1.5627743*base!$B$2)+ROUND(1.5627743*base!$B$2-INT(1.5627743*base!$B$2),0)+(1-1.5627743>=1-0.5/base!$B$2)",94
角色-女,4159,O,可弹刀,×,×
角色-女,4159,P,可脱手,√,√
角色-女,4159,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCA150>,0
角色-女,4159,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCA180>,0
角色-女,4159,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCA1B0>,0
角色-女,4159,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DCA1E0>,0
角色-女,4159,Z,中断优先级,11,11
角色-女,4159,AA,位置状态,地面,地面
角色-女,4159,AM,命中类型,目标,目标
角色-女,4159,AN,位置基准,莫宁,莫宁
角色-女,4159,AR,位置基准偏移,"(300,0,160)","(300,0,160)"
角色-女,4159,AS,中心位置偏移,"(0,0,-160)","(0,0,-160)"
